customer_id,channel,send_time,message,reasoning,chat_log,issue_status
225,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZ...,resolved
226,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-411...,resolved
227,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #t...",pending_customer_reply
228,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: @AmazonHelp Already handled, just venting. It was a pretty big bummer.",resolved
229,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115841 @115821 Feliz #Halloween2017 https://t.co/edHbRDnM8x,pending_customer_reply
230,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: CONCURSO 👻🎃:Tarjetas regalo en @115821 por tu foto en la cama disfrazado y #ColchonMorfeoHalloween e...,pending_customer_reply
231,scheduling_phone_call,2025-06-28T14:57:42Z,I understand billing issues are concerning. I'm arranging a call with our billing specialist to review your account and resolve this today. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: @AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m un...",resolved
232,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go an...",pending_customer_reply
233,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp Aww your reply made her night!,resolved
234,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only g...",pending_customer_reply
235,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wr...,pending_customer_reply
236,scheduling_phone_call,2025-06-28T14:57:42Z,I understand billing issues are concerning. I'm arranging a call with our billing specialist to review your account and resolve this today. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the servic...,resolved
237,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115844 WHAT IN THE WORLD?!,pending_customer_reply
238,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searc...,pending_customer_reply
239,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail ro...,pending_customer_reply
240,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115846 @115821 Remember my head phones and they brought them within minutes,pending_customer_reply
241,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: How @115821 packages china https://t.co/fO9vbus18E,pending_customer_reply
242,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115821  https://t.co/Gb0beuA3IN,pending_customer_reply
243,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH....,resolved
244,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter i...,resolved
245,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp Details sent. Please check.,resolved
246,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Changed your mind about something you bought? Have no fear. Replace products with ease on Amazon. ht...,pending_customer_reply
247,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: Hit ❤ or re-tweet to get notified when the OnePlus 5T sale begins, exclusively on Amazon. Stay tuned...",pending_customer_reply
248,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confus...,resolved
249,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2...,pending_customer_reply
250,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport why are my I️’s changing not showing up correctly on any of my social media platforms?...,pending_customer_reply
251,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport  https://t.co/NV0yucs0lB,pending_customer_reply
252,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport The newest update. I️ made sure to download it yesterday.,pending_customer_reply
253,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: What is up with this “ I️ “,pending_customer_reply
254,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Why are my I’s question marks ?,pending_customer_reply
255,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport I️ need answers because it’s annoying 🙃,pending_customer_reply
256,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport I️ have an iPhone 7 Plus and yes I️ do,pending_customer_reply
257,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport This is what it looks like https://t.co/XCQU2l4xUB,pending_customer_reply
258,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport Tried resetting my settings .. restarting my phone .. all that,pending_customer_reply
259,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.","Customer: Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️”...",resolved
260,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport Just sent you all my DM,pending_customer_reply
261,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Tf is wrong with my keyboard @115858,pending_customer_reply
262,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport This is what is happening... https://t.co/X3SZSJXfAT,pending_customer_reply
263,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @115858 @AppleSupport hello are all the lines closed for tonight #help,resolved
264,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport are the call centres closed for the night?,pending_customer_reply
265,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115861 @115862 @AppleSupport I️ upgraded. I️t didn’t work.,pending_customer_reply
266,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to ...",pending_customer_reply
267,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115862 @AppleSupport I will!,pending_customer_reply
268,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport @115861 We’re going to need you to share the answers Angela. I️ can’t stand this!,pending_customer_reply
269,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying ...,pending_customer_reply
271,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport I have the iPhone 6s Plus and just did the most recent update.,pending_customer_reply
272,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio d...,resolved
273,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleS...,resolved
274,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport iPhone 7 Plus 😊,pending_customer_reply
275,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport iOS 11.0.3,pending_customer_reply
278,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters s...",pending_customer_reply
279,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport ? hello,pending_customer_reply
280,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,pending_customer_reply
281,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @AppleSupport Yes it did, 11.0.3",pending_customer_reply
282,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?,pending_customer_reply
283,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: After update #ios1103 no spotify on my lock screen?@AppleSupport,pending_customer_reply
284,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport The app is still there. But no longer able to control it from the lockscreen.,pending_customer_reply
285,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @AppleSupport I can not find an option to get it there. It was just always there when playing.,pending_customer_reply
286,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: I just need @115858 to do something about the battery life because it sucks ass,pending_customer_reply
287,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.",Customer: @115873 you need to correct false charges from a trip in Lexington KY on Saturday. I want my $13 bac...,pending_customer_reply
288,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Uber_Support Already did that was told we requested to dropped off somewhere different which is com...,pending_customer_reply
289,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Uber is your ride to anywhere. Get the app and get around easier.  https://t.co/iaXuXGUMuH,pending_customer_reply
290,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @115873 my driver just drove me to the department of air travel instead of the airport.......... ruf...,pending_customer_reply
291,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Uber_Support I’m not getting your texts. https://t.co/GhefNjQTfg,pending_customer_reply
292,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.",Customer: @115877 got this threw my door today went to order... sorry we don't deliver to your area! What!!! W...,resolved
293,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: That’s the spirit! Order witch-ever fall food you crave. 
#Halloween with #UberEATS https://t.co/HlQ...",pending_customer_reply
294,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Literally stranded because of @115873 and because there is no support phone number I have to wait fr...,pending_customer_reply
295,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @Uber_Support Why is there no phone number ?? I'm literally stranded and now I have to wait for an a...,resolved
296,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Uber_Support @115879 wouldn't do this to me 😔,pending_customer_reply
298,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: 1 hour+ inside an old Altima that smells and has ripped stain seats, with an inexperienced miami dri...",resolved
300,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: @Tesco Tall lady 6ft, slim, was on the till about 15:10, think she had blonde hair. She served the g...",resolved
301,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @Delta why wasn't earlier flight offered when I tried to rebook, not cool at all. Just happened to l...",pending_customer_reply
302,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta I checked daily and flight 1403 was never offered as an option as I most certainly would have...,pending_customer_reply
303,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.","Customer: @Delta The ""change flight"" search option on your website is broken once again.  😑",resolved
305,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Via DM?,pending_customer_reply
306,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Just DM'd you with a screenshot and explanation.  😊,pending_customer_reply
307,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: .@delta this has been my inflight studio experience today. Nothing works except Twitter #toobadforyo...,pending_customer_reply
308,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.","Customer: @Delta I'm flying JFK-MEX-MID tomorrow and you say I'm booked in, but it looks like it's just the fi...",resolved
310,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.","Customer: @Delta Actually, I just looked again and they disagree and say it's on you. Any idea what I should d...",pending_customer_reply
311,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: @Delta I did this some time ago now but haven’t heard from you...,resolved
312,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Is that not what I’ve done already?,pending_customer_reply
313,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Can you reply on the DM thread?,pending_customer_reply
314,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @delta #delta moves you to #dm the moment you have a #complaint with no results. Just got some #bs #...,pending_customer_reply
315,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta #Again #nothing #bs #no #answers,pending_customer_reply
316,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Same again! #equipment #change #no #guaranteed #seats #apologies I’ll DM you if you can give ...,pending_customer_reply
318,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta 0062395415777,pending_customer_reply
319,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,"Customer: @Delta Obviously you didn't read what already was said before, you do give exactly the same bs answe...",resolved
320,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Is this a #computer #answering my tweets? 😂😂😂 #unbelievable!!!!! same #stupid #answers!!,pending_customer_reply
321,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @Delta Even #worse 😜,pending_customer_reply
322,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: i’m pissed my @115888 shuffle and repeat button just don’t fucking work and i’m getting frustrated,pending_customer_reply
323,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @SpotifyCares iphone 7+ and i have the most recent update for spotify,pending_customer_reply
324,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just p...,pending_customer_reply
325,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @SpotifyCares doesn’t work and i even tried deleting the app,pending_customer_reply
326,twitter_dm_reply,2025-06-28T14:57:42Z,"Thanks for your question! Here's a quick answer. For more detailed information, I can send additional resources if needed.","Twitter DM for quick, accessible communication.","Customer: Student? Get your fix of Premium. Play the songs you want, over and over. $5.99/mo. https://t.co/Mj0...",resolved
327,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/Q2YbLhp7U6,pending_customer_reply
328,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: 3 months of Premium is just RM2. Play music offline wherever you go. https://t.co/nr8m1VIWk4,pending_customer_reply
329,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: Unli skips. Unli fun. 3 months of Premium for ₱9. https://t.co/8ZRlqNPqtf,pending_customer_reply
330,twitter_dm_reply,2025-06-28T14:57:42Z,"For the technical issue you mentioned, please try the basic troubleshooting steps I'm sharing here. Let me know if the problem persists.","Twitter DM for quick, accessible communication. Technical issue requires specialized guidance.",Customer: @SpotifyCares @115890 Groove Music quits &amp; redirect to Spotify. But the W10M App is a bugfest.. ...,resolved
331,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @SpotifyCares 2/2... and there is no way to manage Albums (recently added e.g.) in the App. It's a m...,pending_customer_reply
332,twitter_dm_reply,2025-06-28T14:57:42Z,"For the technical issue you mentioned, please try the basic troubleshooting steps I'm sharing here. Let me know if the problem persists.","Twitter DM for quick, accessible communication. Technical issue requires specialized guidance.","Customer: @SpotifyCares Yes, multiple times. No changes. I am Premium User an when @115890  send us users to S...",resolved
333,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: is there a way to find non-explicit songs that are explicit @SpotifyCares,pending_customer_reply
334,twitter_dm_reply,2025-06-28T14:57:42Z,I've sent a detailed response to your inquiry via email. Please review and feel free to ask any follow-up questions.,"Twitter DM for quick, accessible communication.",Customer: @SpotifyCares ok thx,pending_customer_reply
335,scheduling_phone_call,2025-06-28T14:57:42Z,I want to ensure your question gets immediate attention. We're scheduling a call so we can discuss this thoroughly. You'll receive a confirmation email with the call details shortly.,Phone call recommended due to high urgency and low complexity. Message emphasizes immediate action due to high urgency.,Customer: Hi @British_Airways! My flight from MAN--LHR--BWI for Nov. 3 was canceled. I was excited to try your...,resolved
336,twitter_dm_reply,2025-06-28T14:57:42Z,"I've reviewed your billing concern and sent a detailed explanation to your email. If you have questions after reviewing, please reply.","Twitter DM for quick, accessible communication.","Customer: @British_Airways Sure, how much would an upgrade cost, out of curiosity?",pending_customer_reply
